frame,Risk_1,Risk_2,Risk3,Risk4
26,"(723, 342, 350, 234)",,,
27,"(699, 331, 343, 225)",,,
28,"(690, 334, 338, 218)",,,
29,"(676, 338, 335, 212)",,,
30,"(648, 328, 334, 208)",,,
31,"(640, 335, 331, 202)",,,
32,"(629, 334, 327, 194)",,,
33,"(615, 332, 320, 187)",,,
34,"(613, 331, 313, 181)",,,
35,"(612, 332, 306, 177)",,,
36,"(600, 324, 297, 169)",,,
37,"(597, 328, 290, 165)",,,
38,"(591, 325, 284, 160)",,,
39,"(583, 321, 276, 155)",,,
40,"(581, 327, 270, 150)",,,
41,"(583, 328, 263, 146)",,,
42,"(576, 326, 254, 142)",,,
43,"(575, 326, 247, 139)",,,
44,"(574, 326, 241, 136)",,,
45,"(571, 326, 233, 133)",,,
46,"(572, 325, 225, 131)",,,
47,"(572, 324, 220, 129)",,,
48,"(572, 323, 213, 125)",,,
49,"(571, 319, 207, 123)",,,
50,"(571, 321, 203, 119)",,,
51,"(570, 320, 197, 116)",,,
52,"(571, 320, 191, 114)",,,
53,"(570, 320, 186, 111)",,,
54,"(570, 321, 180, 109)",,,
55,"(569, 320, 173, 107)",,,
56,"(569, 321, 169, 104)",,,
57,"(568, 325, 164, 102)",,,
58,"(568, 326, 158, 101)",,,
59,"(569, 327, 153, 99)",,,
60,"(568, 329, 148, 97)",,,
61,"(567, 329, 144, 94)",,,
62,"(569, 329, 139, 93)",,,
63,"(569, 333, 135, 91)",,,
64,"(569, 339, 131, 89)",,,
65,"(571, 341, 129, 86)",,,
66,"(569, 358, 129, 77)",,,
67,"(569, 360, 126, 72)",,,
68,"(576, 365, 123, 68)",,,
69,"(575, 368, 119, 65)",,,
70,"(577, 369, 115, 62)",,,
71,"(579, 370, 112, 59)",,,
72,"(583, 370, 109, 56)",,,
73,"(589, 362, 106, 55)",,,
74,"(590, 364, 104, 52)",,,
75,"(592, 364, 102, 50)",,,
76,"(592, 367, 99, 49)",,,
77,"(594, 367, 96, 48)",,,
78,"(597, 376, 95, 47)",,,
79,"(597, 368, 92, 46)",,,
80,"(599, 371, 91, 45)",,,
81,"(600, 372, 89, 44)",,,
82,"(601, 373, 88, 43)",,,
83,"(597, 374, 85, 42)",,,
84,"(599, 376, 83, 42)",,,
85,"(595, 377, 81, 41)",,,
86,"(604, 378, 80, 40)",,,
87,"(604, 378, 80, 40)",,,
88,"(600, 378, 80, 40)",,,
89,"(603, 380, 78, 40)",,,
90,"(600, 373, 74, 43)",,,
91,"(601, 374, 73, 42)",,,
92,"(603, 374, 70, 44)",,,
93,"(599, 366, 68, 45)",,,
94,"(595, 373, 66, 45)",,,
95,"(603, 363, 65, 46)",,,
96,"(602, 364, 65, 47)",,,
97,"(601, 363, 64, 48)",,,
98,"(600, 369, 64, 49)",,,
99,"(601, 377, 63, 50)",,,
