frame,Risk_1,Risk_2,Risk3,Risk4
41,"(321, 324, 228, 76)",,,
42,"(317, 322, 229, 78)",,,
43,"(305, 321, 227, 79)",,,
44,"(297, 319, 229, 80)",,,
45,"(275, 322, 227, 79)",,,
46,"(259, 321, 223, 80)",,,
47,"(244, 322, 219, 80)",,,
48,"(222, 322, 217, 79)",,,
49,"(209, 321, 216, 76)",,,
50,"(200, 323, 216, 75)",,,
51,"(184, 321, 216, 75)",,,
52,"(167, 322, 215, 73)",,,
53,"(159, 325, 208, 73)",,,
54,"(149, 328, 205, 72)",,,
55,"(138, 331, 200, 70)",,,
56,"(129, 331, 195, 68)",,,
57,"(122, 334, 188, 67)",,,
58,"(122, 335, 183, 65)",,,
59,"(120, 338, 179, 63)",,,
60,"(112, 340, 175, 60)",,,
61,"(105, 341, 169, 58)",,,
62,"(102, 342, 163, 57)",,,
63,"(97, 344, 157, 54)",,,
64,"(97, 345, 151, 53)",,,
65,"(97, 345, 145, 52)",,,
66,"(95, 345, 140, 50)",,,
67,"(93, 347, 136, 48)",,,
68,"(91, 349, 133, 46)",,,
69,"(88, 349, 128, 46)",,,
70,"(88, 351, 125, 45)",,,
71,"(87, 352, 122, 44)",,,
72,"(86, 354, 120, 43)",,,
73,"(85, 355, 118, 42)",,,
74,"(82, 357, 116, 42)",,,
75,"(74, 355, 112, 41)",,,
76,"(72, 355, 108, 42)",,,
77,"(72, 355, 104, 42)",,,
78,"(73, 354, 99, 42)",,,
79,"(75, 354, 95, 42)",,,
80,"(75, 353, 92, 42)",,,
81,"(76, 353, 90, 41)",,,
82,"(78, 353, 88, 40)",,,
83,"(77, 352, 85, 40)",,,
84,"(79, 347, 82, 37)",,,
85,"(80, 347, 80, 36)",,,
86,"(81, 347, 79, 34)",,,
87,"(83, 341, 77, 34)",,,
88,"(92, 343, 75, 33)",,,
89,"(93, 343, 72, 33)",,,
90,"(97, 344, 69, 33)",,,
91,"(98, 345, 67, 33)",,,
92,"(93, 351, 67, 33)",,,
93,"(87, 351, 66, 33)",,,
94,"(87, 351, 66, 33)",,,
95,"(80, 352, 67, 33)",,,
96,"(73, 353, 66, 33)",,,
97,"(63, 351, 64, 35)",,,
98,"(65, 352, 65, 34)",,,
99,"(73, 352, 65, 34)",,,
