frame,Risk_1,Risk_2,Risk3,Risk4
11,"(409, 358, 210, 166)",,,
12,"(407, 351, 210, 166)",,,
13,"(407, 352, 215, 166)",,,
14,"(403, 352, 216, 167)",,,
15,"(407, 348, 214, 168)","(291, 342, 172, 119)",,
16,"(413, 344, 210, 169)","(286, 339, 174, 113)",,
17,"(416, 341, 206, 169)","(282, 339, 174, 109)",,
18,"(415, 339, 205, 167)","(277, 339, 174, 106)",,
19,"(417, 342, 204, 168)","(275, 341, 173, 104)",,
20,"(417, 343, 204, 166)","(272, 342, 171, 102)",,
21,"(418, 345, 204, 165)","(272, 342, 170, 101)",,
22,"(420, 348, 201, 164)","(278, 342, 168, 99)",,
23,"(422, 352, 201, 162)","(280, 342, 169, 97)",,
24,"(422, 352, 199, 162)","(280, 342, 169, 96)",,
25,"(420, 350, 195, 162)","(276, 342, 170, 93)",,
26,"(422, 347, 192, 163)","(272, 342, 169, 91)",,
27,"(422, 344, 191, 162)","(270, 346, 167, 88)",,
28,"(415, 343, 188, 164)","(268, 347, 165, 88)",,
29,"(412, 343, 189, 162)","(268, 346, 162, 89)",,
30,"(408, 346, 188, 161)","(267, 343, 161, 90)",,
31,"(401, 345, 187, 162)","(268, 340, 160, 91)",,
32,"(394, 326, 187, 162)","(266, 342, 161, 90)",,
33,"(385, 330, 183, 160)","(263, 342, 162, 89)",,
34,"(376, 337, 183, 154)","(249, 343, 168, 86)",,
35,"(360, 340, 192, 142)","(238, 345, 170, 84)",,
36,"(353, 344, 199, 132)","(235, 356, 168, 85)",,
37,"(350, 346, 209, 124)","(229, 352, 174, 85)",,
38,"(352, 335, 217, 116)","(209, 350, 177, 85)",,
39,"(350, 340, 218, 111)","(205, 349, 178, 85)",,
40,"(352, 340, 227, 105)","(184, 346, 180, 88)",,
41,"(352, 340, 233, 104)","(178, 360, 183, 87)",,
42,"(356, 339, 235, 104)","(170, 359, 185, 86)",,
43,"(384, 334, 231, 105)","(128, 371, 184, 86)",,
44,"(390, 329, 229, 106)","(120, 354, 181, 87)",,
45,"(398, 329, 226, 105)","(108, 334, 172, 95)",,
46,"(407, 328, 228, 102)","(9, 280, 164, 100)",,
47,"(414, 326, 226, 101)","(14, 280, 159, 103)",,
48,"(445, 286, 203, 117)","(21, 292, 155, 105)",,
49,"(451, 273, 190, 124)","(11, 292, 151, 107)",,
50,"(458, 281, 180, 129)","(12, 276, 147, 109)",,
51,"(462, 272, 173, 132)","(11, 276, 145, 110)",,
52,"(496, 294, 178, 120)","(27, 276, 146, 108)",,
53,"(479, 309, 183, 111)","(29, 277, 148, 104)",,
54,"(498, 309, 182, 105)","(15, 266, 146, 106)",,
55,"(499, 310, 181, 100)","(18, 272, 144, 107)",,
56,"(519, 323, 179, 96)","(17, 285, 140, 108)",,
57,"(521, 321, 177, 93)","(17, 283, 138, 109)",,
58,"(525, 322, 174, 89)","(18, 281, 137, 109)",,
59,"(544, 323, 172, 85)","(19, 281, 134, 110)",,
60,"(559, 324, 169, 82)","(20, 282, 132, 110)",,
61,"(572, 325, 168, 80)","(20, 284, 132, 110)",,
62,"(570, 338, 167, 78)","(19, 290, 138, 103)",,
63,"(583, 338, 167, 75)","(20, 288, 135, 105)",,
64,"(584, 338, 169, 73)","(17, 292, 138, 100)",,
65,"(581, 340, 178, 66)","(15, 296, 141, 96)",,
66,"(583, 341, 183, 63)","(17, 295, 137, 99)",,
67,"(586, 340, 187, 60)","(13, 297, 139, 96)",,
68,"(589, 340, 188, 58)","(14, 294, 137, 97)",,
69,"(593, 341, 189, 57)","(13, 291, 135, 98)",,
70,"(594, 341, 190, 56)","(17, 286, 133, 100)",,
71,"(592, 341, 191, 56)","(14, 291, 137, 95)",,
72,"(635, 336, 182, 62)","(13, 293, 140, 91)",,
73,"(647, 334, 175, 66)","(12, 294, 142, 87)",,
74,"(659, 334, 171, 67)","(83, 318, 137, 91)",,
75,"(655, 336, 175, 64)","(83, 316, 133, 93)",,
76,"(644, 337, 176, 62)","(82, 314, 132, 95)",,
77,"(663, 335, 171, 64)","(93, 313, 130, 96)",,
78,"(665, 333, 167, 66)","(89, 312, 129, 98)",,
79,"(672, 333, 163, 67)","(86, 312, 129, 98)",,
80,"(681, 337, 167, 63)","(83, 312, 129, 98)",,
81,"(678, 340, 169, 61)","(80, 312, 130, 99)",,
82,"(686, 341, 171, 59)","(80, 311, 130, 100)",,
83,"(687, 342, 171, 57)","(80, 312, 129, 101)",,
84,"(687, 343, 170, 57)","(78, 311, 129, 102)",,
85,"(692, 341, 164, 59)","(76, 312, 129, 102)",,
86,"(701, 340, 164, 58)","(76, 311, 129, 102)",,
87,"(698, 341, 165, 57)","(75, 311, 129, 103)",,
88,"(699, 341, 165, 56)","(74, 311, 129, 103)",,
89,"(699, 342, 165, 55)","(74, 311, 129, 103)",,
90,"(699, 341, 165, 54)","(73, 309, 129, 104)",,
91,"(703, 342, 164, 53)","(73, 310, 128, 104)",,
92,"(706, 342, 163, 53)","(82, 309, 128, 104)",,
93,"(705, 342, 164, 52)","(79, 310, 129, 104)",,
94,"(705, 342, 164, 52)","(76, 308, 129, 104)",,
95,"(708, 343, 164, 51)","(74, 310, 129, 104)",,
96,"(712, 341, 163, 52)","(71, 308, 128, 104)",,
97,"(712, 341, 164, 52)","(81, 308, 128, 104)",,
98,"(714, 341, 163, 52)","(78, 307, 129, 104)",,
99,"(714, 340, 163, 52)","(73, 308, 130, 103)",,
