frame,Risk_1,Risk_2,Risk3,Risk4
39,"(566, 335, 71, 47)",,,
40,"(576, 332, 66, 50)",,,
41,"(578, 330, 63, 52)",,,
42,"(579, 330, 61, 53)",,,
43,"(579, 330, 59, 54)",,,
44,"(571, 330, 58, 54)",,,
45,"(562, 331, 59, 53)",,,
46,"(561, 332, 60, 52)",,,
47,"(562, 331, 59, 51)",,,
48,"(559, 331, 58, 50)",,,
49,"(559, 330, 57, 50)",,,
50,"(545, 331, 62, 44)",,,
51,"(544, 331, 64, 41)",,,
52,"(534, 331, 66, 38)",,,
53,"(534, 333, 68, 36)",,,
54,"(535, 334, 71, 35)",,,
55,"(534, 334, 71, 35)",,,
56,"(532, 334, 70, 34)",,,
57,"(532, 334, 70, 34)",,,
58,"(531, 333, 70, 33)",,,
59,"(529, 334, 70, 31)",,,
60,"(528, 334, 70, 31)",,,
61,"(527, 334, 70, 30)",,,
62,"(523, 334, 68, 30)",,,
63,"(525, 335, 66, 30)",,,
64,"(529, 335, 65, 31)",,,
65,"(528, 335, 63, 30)",,,
66,"(528, 334, 62, 30)",,,
67,"(529, 336, 61, 29)",,,
68,"(529, 335, 60, 29)",,,
69,"(529, 336, 59, 28)",,,
70,"(530, 335, 58, 28)",,,
71,"(530, 337, 58, 27)",,,
72,"(529, 337, 58, 27)",,,
73,"(530, 337, 58, 27)",,,
74,"(531, 337, 57, 27)",,,
75,"(530, 337, 57, 27)",,,
76,"(530, 337, 57, 27)",,,
77,"(531, 337, 56, 27)",,,
78,"(531, 338, 56, 27)","(618, 327, 94, 61)",,
79,"(531, 337, 56, 27)","(618, 330, 100, 57)",,
80,"(531, 337, 56, 27)","(616, 331, 106, 53)",,
81,"(531, 338, 57, 27)","(614, 331, 109, 50)",,
82,"(531, 337, 56, 27)","(609, 332, 113, 48)",,
83,"(530, 337, 56, 27)","(597, 332, 114, 48)",,
84,"(530, 337, 56, 26)","(593, 333, 116, 47)",,
85,"(531, 338, 56, 26)","(586, 333, 121, 45)",,
86,"(532, 338, 57, 27)","(584, 331, 118, 47)",,
87,"(543, 343, 57, 27)","(542, 330, 116, 47)",,
88,"(543, 341, 56, 28)","(539, 331, 113, 47)",,
89,"(559, 347, 56, 28)","(538, 329, 110, 47)",,
90,"(551, 342, 55, 29)","(546, 330, 109, 47)",,
91,"(549, 340, 55, 30)","(516, 329, 104, 47)",,
92,"(546, 340, 56, 30)","(517, 328, 101, 46)",,
93,"(532, 337, 52, 34)","(509, 328, 99, 45)",,
94,"(528, 337, 50, 36)","(501, 327, 97, 44)",,
95,"(528, 335, 49, 38)","(492, 327, 96, 44)",,
96,"(515, 333, 48, 39)","(494, 328, 95, 44)",,
97,"(508, 331, 47, 41)","(502, 329, 96, 43)",,
98,"(503, 330, 46, 41)","(500, 329, 98, 43)",,
99,"(503, 329, 45, 42)","(507, 329, 100, 43)",,
