frame,Risk_1,Risk_2,Risk3,Risk4
48,"(500, 367, 30, 19)",,,
49,"(502, 367, 31, 20)",,,
50,"(502, 367, 31, 20)",,,
51,"(501, 367, 32, 21)",,,
52,"(501, 366, 33, 21)",,,
53,"(505, 365, 35, 22)",,,
54,"(504, 366, 40, 20)",,,
55,"(505, 368, 42, 18)",,,
56,"(507, 368, 45, 18)",,,
57,"(507, 370, 48, 17)",,,
58,"(508, 369, 48, 17)",,,
59,"(511, 369, 49, 17)",,,
60,"(516, 369, 50, 17)",,,
61,"(518, 369, 50, 17)",,,
62,"(518, 367, 50, 18)",,,
63,"(522, 364, 51, 18)",,,
64,"(525, 365, 52, 19)",,,
65,"(528, 366, 52, 19)",,,
66,"(530, 367, 52, 19)",,,
67,"(533, 365, 50, 20)",,,
68,"(533, 365, 49, 20)",,,
69,"(534, 365, 48, 21)",,,
70,"(536, 365, 46, 21)",,,
71,"(541, 365, 43, 22)",,,
72,"(545, 365, 41, 22)",,,
73,"(549, 365, 39, 22)",,,
74,"(553, 366, 38, 22)",,,
75,"(559, 365, 39, 22)",,,
76,"(560, 367, 39, 21)",,,
77,"(561, 368, 40, 21)",,,
78,"(562, 367, 41, 20)",,,
79,"(560, 363, 42, 20)",,,
80,"(562, 367, 44, 19)",,,
81,"(561, 367, 46, 20)",,,
82,"(562, 367, 48, 20)",,,
83,"(562, 368, 50, 19)",,,
84,"(564, 368, 51, 19)",,,
85,"(564, 367, 53, 20)",,,
86,"(564, 367, 55, 21)",,,
87,"(562, 367, 57, 21)",,,
88,"(561, 367, 59, 21)",,,
89,"(559, 366, 60, 22)",,,
90,"(558, 366, 62, 22)",,,
91,"(558, 365, 63, 23)",,,
92,"(574, 365, 63, 24)",,,
93,"(555, 367, 69, 21)",,,
94,"(552, 366, 70, 21)",,,
95,"(551, 365, 71, 22)",,,
96,"(549, 366, 72, 22)",,,
97,"(548, 366, 73, 23)",,,
98,"(546, 367, 75, 23)",,,
99,"(544, 366, 77, 24)",,,
