frame,Risk_1,Risk_2,Risk3,Risk4
4,"(493, 363, 26, 25)",,,
5,"(490, 353, 27, 24)",,,
12,"(451, 356, 51, 49)",,,
13,"(445, 350, 57, 44)",,,
14,"(444, 352, 61, 39)",,,
15,"(443, 352, 63, 36)",,,
16,"(443, 352, 64, 34)",,,
17,"(444, 353, 64, 33)",,,
18,"(440, 357, 64, 32)",,,
19,"(444, 356, 64, 31)",,,
20,"(450, 355, 63, 31)",,,
21,"(454, 354, 63, 30)",,,
22,"(451, 358, 62, 29)",,,
23,"(449, 357, 60, 29)",,,
24,"(450, 357, 58, 29)",,,
25,"(450, 357, 57, 29)",,,
26,"(451, 357, 57, 28)",,,
27,"(450, 356, 57, 28)",,,
28,"(450, 357, 56, 27)",,,
29,"(437, 363, 50, 34)",,,
30,"(441, 360, 44, 41)",,,
31,"(455, 355, 48, 37)",,,
32,"(455, 354, 50, 34)",,,
33,"(455, 355, 51, 31)",,,
34,"(455, 355, 52, 29)",,,
35,"(456, 354, 53, 28)",,,
36,"(456, 355, 52, 27)",,,
37,"(457, 354, 52, 26)",,,
38,"(458, 354, 51, 26)",,,
39,"(458, 355, 51, 25)",,,
40,"(458, 358, 50, 25)",,,
41,"(458, 357, 49, 25)",,,
42,"(458, 356, 49, 24)",,,
43,"(459, 355, 49, 24)",,,
44,"(463, 356, 48, 23)","(547, 353, 43, 28)",,
45,"(463, 356, 48, 22)","(545, 353, 43, 28)",,
46,"(463, 356, 48, 22)","(545, 354, 43, 27)",,
47,"(462, 360, 47, 22)","(542, 354, 44, 28)",,
48,"(462, 360, 47, 22)","(539, 356, 45, 29)",,
49,"(462, 360, 47, 22)","(537, 357, 45, 29)",,
50,"(463, 360, 46, 22)","(534, 357, 46, 29)",,
51,"(463, 360, 46, 22)","(531, 357, 46, 29)",,
52,"(463, 360, 46, 22)","(525, 357, 46, 29)",,
53,"(463, 360, 46, 22)","(524, 357, 47, 29)",,
54,"(464, 360, 45, 22)","(521, 359, 49, 28)",,
55,"(464, 360, 45, 22)","(519, 361, 50, 26)",,
56,"(465, 359, 45, 22)","(515, 361, 51, 25)",,
57,"(464, 358, 45, 22)","(511, 360, 51, 24)",,
58,"(465, 358, 45, 22)","(508, 358, 51, 24)",,
59,"(466, 357, 44, 22)","(506, 358, 50, 23)",,
60,"(464, 357, 44, 22)","(504, 357, 49, 24)",,
61,"(465, 357, 45, 22)","(503, 357, 47, 24)",,
62,"(465, 358, 45, 22)","(502, 357, 45, 24)",,
63,"(464, 358, 44, 22)","(498, 357, 41, 26)",,
64,"(464, 358, 44, 22)","(495, 357, 40, 25)",,
65,"(465, 359, 44, 22)","(496, 356, 36, 27)",,
66,"(465, 359, 44, 22)","(495, 357, 35, 27)",,
67,"(465, 359, 44, 22)","(496, 358, 35, 27)",,
68,"(465, 360, 44, 22)","(497, 358, 35, 27)",,
69,"(467, 360, 44, 22)","(494, 362, 37, 25)",,
70,"(467, 359, 45, 22)","(491, 358, 38, 24)",,
71,"(467, 360, 46, 22)","(489, 358, 38, 22)",,
72,"(467, 359, 47, 23)","(493, 358, 36, 24)",,
73,"(467, 359, 47, 23)","(494, 358, 35, 25)",,
74,"(467, 359, 48, 23)","(493, 358, 34, 26)",,
75,"(465, 361, 49, 24)","(494, 359, 33, 28)",,
76,"(466, 361, 49, 24)","(495, 361, 32, 29)",,
77,"(465, 362, 50, 25)","(494, 360, 32, 30)",,
78,"(464, 362, 51, 26)","(495, 360, 31, 30)",,
79,"(463, 364, 52, 25)","(493, 363, 32, 31)",,
80,"(463, 363, 52, 26)","(496, 362, 31, 31)",,
81,"(464, 362, 53, 27)","(497, 363, 31, 31)",,
82,"(462, 362, 54, 27)","(495, 362, 32, 32)",,
83,"(462, 362, 55, 27)","(494, 361, 33, 32)",,
84,"(462, 362, 56, 27)","(495, 359, 34, 32)",,
85,"(466, 359, 57, 28)","(501, 357, 35, 33)",,
86,"(467, 359, 58, 28)","(501, 357, 36, 33)",,
87,"(470, 359, 59, 29)","(500, 355, 36, 35)",,
88,"(471, 360, 60, 29)","(501, 356, 36, 35)",,
89,"(474, 360, 61, 30)","(501, 357, 36, 35)",,
90,"(484, 361, 61, 31)","(511, 357, 37, 36)",,
91,"(489, 361, 62, 33)","(509, 357, 38, 36)",,
92,"(495, 361, 62, 35)","(513, 357, 40, 37)",,
93,"(497, 360, 62, 36)","(511, 358, 42, 37)",,
94,"(508, 359, 61, 39)","(512, 358, 44, 38)",,
95,"(509, 359, 62, 39)","(513, 360, 46, 39)",,
96,"(515, 360, 62, 42)","(520, 359, 48, 40)",,
97,"(523, 359, 62, 44)","(527, 359, 50, 42)",,
98,"(531, 359, 66, 44)","(530, 360, 52, 43)",,
