frame,Risk_1,Risk_2,Risk3,Risk4
69,"(2, 306, 175, 286)",,,
70,"(8, 305, 171, 284)",,,
71,"(12, 304, 167, 280)",,,
72,"(12, 301, 178, 268)",,,
73,"(18, 294, 195, 252)",,,
74,"(17, 297, 197, 242)",,,
75,"(18, 290, 207, 230)",,,
76,"(16, 289, 215, 220)",,,
77,"(12, 291, 221, 211)",,,
78,"(14, 287, 224, 206)",,,
79,"(15, 287, 226, 202)",,,
80,"(16, 287, 225, 199)",,,
81,"(29, 278, 224, 196)",,,
82,"(23, 277, 224, 192)",,,
83,"(21, 277, 224, 190)",,,
84,"(35, 289, 223, 192)",,,
85,"(25, 281, 225, 190)",,,
86,"(23, 277, 228, 188)",,,
87,"(22, 282, 233, 187)",,,
88,"(36, 282, 233, 186)",,,
89,"(35, 281, 234, 187)",,,
90,"(49, 272, 226, 190)",,,
91,"(45, 269, 225, 189)",,,
92,"(41, 265, 225, 187)",,,
93,"(57, 261, 221, 185)",,,
94,"(64, 259, 216, 182)",,,
95,"(68, 260, 212, 180)",,,
96,"(-30, 322, 177, 212)",,,
97,"(-17, 331, 155, 236)",,,
98,"(-11, 321, 141, 251)",,,
99,"(-4, 295, 134, 257)",,,
