frame,Risk_1,Risk_2,Risk3,Risk4
7,"(447, 322, 68, 60)",,,
8,"(448, 323, 69, 60)",,,
9,"(447, 324, 71, 60)",,,
10,"(448, 323, 71, 60)",,,
11,"(446, 324, 72, 59)",,,
12,"(446, 325, 72, 59)",,,
13,"(445, 325, 72, 59)",,,
14,"(444, 322, 72, 59)",,,
15,"(443, 323, 72, 58)",,,
16,"(442, 323, 72, 58)",,,
17,"(440, 323, 73, 59)",,,
18,"(438, 323, 73, 59)",,,
19,"(438, 324, 73, 59)",,,
20,"(436, 321, 72, 58)",,,
21,"(436, 321, 72, 58)",,,
22,"(435, 321, 72, 58)",,,
23,"(438, 323, 72, 59)",,,
24,"(438, 321, 72, 58)",,,
25,"(439, 322, 73, 58)",,,
26,"(443, 324, 75, 57)",,,
27,"(441, 324, 74, 56)",,,
28,"(443, 325, 73, 56)",,,
29,"(449, 327, 72, 55)",,,
30,"(453, 325, 72, 55)",,,
31,"(454, 324, 73, 55)",,,
32,"(460, 323, 73, 54)",,,
33,"(460, 322, 72, 54)",,,
34,"(461, 324, 73, 53)",,,
35,"(463, 325, 73, 54)",,,
36,"(462, 326, 74, 56)",,,
37,"(462, 326, 75, 57)",,,
38,"(462, 325, 77, 58)",,,
39,"(459, 322, 79, 58)",,,
40,"(457, 322, 81, 59)",,,
41,"(455, 322, 83, 60)",,,
42,"(453, 321, 85, 60)",,,
43,"(453, 321, 87, 61)",,,
44,"(451, 323, 88, 61)",,,
45,"(450, 320, 89, 61)",,,
46,"(449, 322, 90, 61)",,,
47,"(449, 322, 91, 61)",,,
48,"(446, 322, 91, 61)",,,
49,"(444, 321, 91, 62)",,,
50,"(443, 321, 90, 62)",,,
51,"(428, 322, 88, 64)",,,
52,"(436, 320, 86, 63)",,,
53,"(435, 322, 85, 62)",,,
54,"(433, 318, 83, 64)",,,
55,"(430, 321, 80, 63)",,,
56,"(429, 323, 80, 61)",,,
57,"(428, 323, 81, 60)",,,
58,"(425, 323, 85, 57)",,,
59,"(423, 324, 88, 55)",,,
60,"(422, 325, 92, 53)",,,
61,"(422, 325, 96, 52)",,,
62,"(435, 326, 98, 51)",,,
63,"(437, 326, 100, 51)",,,
64,"(449, 324, 96, 51)",,,
65,"(453, 325, 95, 50)",,,
66,"(457, 324, 94, 50)",,,
67,"(462, 324, 97, 50)",,,
68,"(465, 324, 97, 50)",,,
69,"(467, 324, 98, 49)",,,
70,"(470, 325, 99, 49)",,,
71,"(473, 325, 99, 50)",,,
72,"(477, 324, 99, 50)",,,
73,"(487, 324, 99, 50)",,,
74,"(488, 325, 100, 50)",,,
75,"(489, 325, 102, 50)",,,
76,"(493, 324, 105, 50)",,,
77,"(499, 322, 108, 50)",,,
78,"(501, 322, 107, 51)",,,
79,"(512, 321, 106, 51)",,,
80,"(513, 321, 108, 50)",,,
81,"(515, 321, 110, 50)",,,
82,"(517, 322, 114, 50)",,,
83,"(520, 322, 116, 50)",,,
84,"(530, 322, 118, 50)",,,
85,"(540, 318, 116, 51)",,,
86,"(552, 315, 114, 52)",,,
87,"(555, 313, 112, 54)",,,
88,"(563, 315, 110, 55)",,,
89,"(570, 315, 109, 55)",,,
90,"(521, 312, 101, 62)",,,
91,"(508, 320, 102, 59)",,,
92,"(491, 293, 105, 55)",,,
93,"(507, 320, 104, 55)",,,
94,"(512, 322, 105, 53)",,,
95,"(518, 322, 104, 53)",,,
96,"(523, 322, 103, 52)",,,
97,"(539, 321, 103, 52)",,,
98,"(551, 322, 104, 51)",,,
99,"(562, 328, 106, 49)",,,
