frame,Risk_1,Risk_2,Risk3,Risk4
2,"(233, 406, 210, 119)",,,
3,"(246, 403, 205, 118)",,,
4,"(254, 402, 201, 116)","(533, 380, 36, 34)",,
5,"(253, 403, 197, 113)","(533, 381, 36, 33)",,
6,"(262, 403, 194, 111)","(534, 380, 37, 33)",,
7,"(270, 406, 193, 109)","(532, 382, 37, 33)",,
8,"(270, 406, 190, 108)","(532, 382, 38, 33)",,
9,"(280, 404, 186, 107)","(531, 382, 38, 33)",,
10,"(286, 400, 181, 106)","(531, 380, 38, 33)",,
11,"(288, 400, 177, 103)","(531, 381, 38, 33)",,
12,"(296, 401, 173, 101)","(531, 380, 38, 33)",,
13,"(297, 400, 170, 100)","(531, 380, 39, 33)",,
14,"(306, 399, 167, 99)","(530, 379, 39, 33)",,
15,"(311, 397, 163, 98)","(529, 377, 39, 34)",,
16,"(316, 397, 162, 96)","(529, 377, 40, 34)",,
17,"(318, 396, 158, 95)","(528, 377, 40, 34)",,
18,"(324, 394, 156, 94)","(528, 377, 41, 34)",,
19,"(327, 393, 154, 93)","(527, 377, 41, 34)",,
20,"(330, 392, 151, 92)","(526, 377, 41, 34)",,
21,"(335, 392, 149, 91)","(525, 378, 42, 34)",,
22,"(338, 391, 148, 89)","(525, 377, 42, 34)",,
23,"(340, 390, 146, 89)","(524, 377, 42, 34)",,
24,"(346, 389, 144, 88)","(523, 378, 42, 34)",,
25,"(347, 389, 142, 87)","(523, 377, 43, 34)",,
26,"(353, 388, 140, 86)","(522, 378, 43, 34)",,
27,"(358, 388, 136, 85)","(520, 379, 44, 34)",,
28,"(360, 387, 134, 84)","(520, 378, 44, 35)",,
29,"(366, 388, 131, 82)","(519, 380, 45, 35)",,
30,"(369, 389, 129, 81)","(519, 382, 45, 35)",,
31,"(371, 390, 127, 80)","(518, 381, 46, 35)",,
32,"(375, 390, 125, 79)","(516, 384, 46, 35)",,
33,"(377, 390, 123, 79)","(515, 383, 47, 35)",,
34,"(380, 391, 121, 77)","(514, 383, 47, 36)",,
35,"(383, 390, 119, 77)","(511, 384, 48, 36)",,
36,"(386, 390, 117, 77)","(510, 384, 48, 37)",,
37,"(389, 387, 115, 76)","(509, 381, 48, 38)",,
38,"(390, 386, 114, 75)","(507, 380, 49, 38)",,
39,"(392, 384, 115, 74)","(507, 379, 49, 39)",,
40,"(394, 384, 115, 73)","(504, 378, 50, 40)",,
41,"(397, 383, 115, 72)","(502, 378, 51, 40)",,
42,"(398, 383, 114, 71)","(499, 378, 52, 40)",,
43,"(399, 382, 112, 71)","(498, 377, 53, 41)",,
44,"(402, 379, 111, 71)","(497, 377, 53, 41)",,
45,"(404, 377, 110, 70)","(496, 375, 53, 42)",,
46,"(406, 378, 110, 69)","(495, 375, 53, 42)",,
47,"(408, 378, 110, 69)","(494, 375, 53, 43)",,
48,"(410, 377, 110, 69)","(493, 376, 53, 42)",,
49,"(412, 376, 110, 69)","(491, 375, 52, 43)",,
50,"(416, 374, 110, 69)","(490, 374, 52, 43)",,
51,"(414, 373, 109, 69)","(489, 374, 53, 43)",,
52,"(420, 372, 111, 68)","(487, 374, 54, 43)",,
53,"(418, 373, 112, 67)","(487, 375, 54, 43)",,
54,"(409, 381, 114, 65)","(489, 371, 59, 38)",,
55,"(420, 372, 108, 70)","(488, 375, 60, 37)",,
56,"(426, 370, 110, 68)","(485, 375, 61, 36)",,
57,"(430, 370, 104, 73)","(527, 370, 60, 36)",,
58,"(434, 367, 103, 73)","(531, 367, 60, 35)",,
59,"(436, 366, 106, 70)","(529, 369, 60, 35)",,
60,"(438, 368, 107, 68)","(529, 370, 59, 35)",,
61,"(440, 368, 109, 67)","(529, 370, 58, 34)",,
62,"(444, 367, 110, 65)","(534, 366, 58, 33)",,
63,"(450, 368, 108, 63)","(534, 368, 57, 33)",,
64,"(455, 368, 107, 62)","(534, 367, 56, 32)",,
65,"(461, 369, 107, 61)",,,
66,"(462, 371, 107, 60)",,,
67,"(461, 370, 103, 60)",,,
68,"(466, 372, 106, 59)",,,
69,"(458, 370, 102, 60)",,,
70,"(459, 370, 103, 58)",,,
71,"(457, 370, 105, 57)",,,
72,"(440, 369, 101, 59)",,,
73,"(457, 369, 108, 58)",,,
74,"(457, 369, 112, 58)",,,
75,"(455, 369, 116, 58)",,,
76,"(478, 370, 117, 58)",,,
77,"(486, 376, 118, 58)",,,
78,"(495, 375, 119, 59)",,,
79,"(499, 373, 119, 60)",,,
80,"(495, 374, 122, 61)",,,
81,"(494, 373, 122, 62)",,,
82,"(494, 373, 121, 63)",,,
83,"(493, 373, 122, 64)",,,
84,"(493, 372, 123, 65)",,,
85,"(493, 372, 123, 67)",,,
86,"(494, 371, 123, 68)",,,
87,"(493, 371, 123, 69)",,,
88,"(493, 370, 123, 70)",,,
89,"(490, 371, 124, 71)",,,
90,"(489, 372, 125, 71)",,,
91,"(488, 371, 125, 72)",,,
92,"(487, 371, 127, 72)",,,
93,"(484, 373, 128, 73)",,,
94,"(481, 372, 128, 74)",,,
95,"(480, 374, 128, 74)",,,
96,"(483, 374, 128, 76)",,,
97,"(482, 372, 129, 80)",,,
98,"(480, 371, 132, 81)",,,
99,"(477, 369, 134, 84)",,,
