frame,Risk_1,Risk_2,Risk3,Risk4
39,"(687, 234, 42, 34)",,,
40,"(690, 233, 43, 34)",,,
41,"(691, 232, 43, 35)",,,
42,"(689, 232, 44, 35)",,,
43,"(697, 230, 44, 36)",,,
44,"(699, 229, 44, 36)",,,
45,"(702, 228, 44, 37)",,,
46,"(710, 227, 43, 38)",,,
47,"(713, 231, 42, 39)",,,
48,"(724, 225, 43, 40)",,,
49,"(725, 227, 44, 39)",,,
50,"(731, 231, 46, 40)",,,
51,"(735, 231, 48, 40)",,,
52,"(742, 228, 50, 40)",,,
53,"(741, 231, 54, 41)",,,
54,"(740, 234, 59, 39)",,,
55,"(740, 233, 65, 37)",,,
56,"(740, 231, 68, 37)",,,
57,"(741, 229, 71, 37)",,,
58,"(745, 229, 72, 38)",,,
59,"(749, 228, 74, 38)",,,
60,"(753, 229, 75, 39)",,,
61,"(762, 230, 78, 40)",,,
62,"(767, 231, 79, 40)",,,
63,"(770, 233, 78, 41)",,,
64,"(778, 233, 79, 40)",,,
65,"(785, 233, 79, 40)",,,
66,"(797, 231, 73, 43)",,,
67,"(806, 230, 67, 45)",,,
68,"(808, 228, 64, 46)",,,
69,"(770, 217, 66, 44)",,,
70,"(778, 217, 70, 44)",,,
71,"(781, 211, 73, 42)",,,
72,"(799, 207, 78, 41)",,,
73,"(811, 213, 81, 42)",,,
74,"(813, 214, 84, 41)",,,
75,"(835, 215, 87, 43)",,,
80,"(782, 221, 75, 71)",,,
81,"(789, 213, 74, 72)",,,
82,"(793, 211, 75, 73)",,,
83,"(791, 214, 77, 75)",,,
84,"(791, 217, 81, 76)",,,
85,"(798, 214, 83, 76)",,,
86,"(797, 217, 88, 78)",,,
87,"(798, 213, 93, 80)",,,
88,"(798, 214, 97, 79)",,,
89,"(799, 217, 101, 80)",,,
90,"(798, 217, 104, 80)",,,
91,"(822, 219, 115, 77)",,,
92,"(854, 217, 125, 79)",,,
93,"(858, 215, 134, 81)",,,
94,"(854, 215, 143, 80)",,,
95,"(846, 221, 156, 83)",,,
96,"(848, 214, 166, 85)",,,
97,"(872, 214, 169, 85)",,,
98,"(880, 217, 177, 87)",,,
