frame,Risk_1,Risk_2,Risk3,Risk4
31,"(91, 352, 128, 41)",,,
32,"(91, 351, 126, 41)",,,
33,"(100, 350, 126, 42)",,,
34,"(101, 350, 129, 43)",,,
35,"(101, 349, 132, 45)",,,
36,"(108, 348, 133, 45)",,,
37,"(114, 349, 137, 47)",,,
38,"(111, 348, 140, 47)",,,
39,"(119, 348, 141, 49)",,,
40,"(125, 347, 144, 51)",,,
41,"(129, 346, 148, 52)",,,
42,"(135, 343, 152, 54)",,,
43,"(134, 340, 154, 55)",,,
44,"(139, 339, 153, 57)",,,
45,"(149, 336, 152, 59)",,,
46,"(161, 335, 149, 61)",,,
47,"(165, 334, 150, 62)",,,
48,"(176, 332, 150, 65)",,,
49,"(195, 335, 155, 65)",,,
50,"(206, 339, 166, 63)",,,
51,"(225, 342, 179, 59)",,,
52,"(234, 345, 189, 57)",,,
53,"(252, 347, 195, 55)",,,
54,"(267, 348, 203, 54)",,,
55,"(279, 347, 212, 54)",,,
56,"(283, 345, 222, 56)",,,
57,"(301, 341, 232, 59)",,,
58,"(307, 339, 239, 62)",,,
59,"(323, 336, 243, 67)",,,
60,"(328, 337, 256, 68)",,,
61,"(329, 335, 265, 71)",,,
62,"(327, 333, 276, 73)",,,
63,"(301, 309, 272, 78)",,,
64,"(307, 284, 268, 79)",,,
65,"(259, 305, 266, 79)",,,
66,"(245, 306, 256, 83)",,,
67,"(229, 303, 237, 88)",,,
68,"(223, 276, 213, 105)",,,
69,"(232, 270, 199, 116)",,,
70,"(238, 268, 188, 123)",,,
71,"(243, 265, 180, 128)",,,
72,"(231, 266, 173, 132)",,,
73,"(235, 268, 168, 133)",,,
74,"(240, 266, 165, 134)",,,
75,"(246, 263, 163, 135)",,,
76,"(236, 260, 159, 136)",,,
77,"(241, 263, 157, 135)",,,
78,"(247, 262, 157, 134)",,,
79,"(248, 265, 156, 132)",,,
80,"(250, 265, 156, 132)",,,
81,"(251, 266, 156, 131)",,,
82,"(239, 264, 153, 131)",,,
83,"(242, 266, 151, 130)",,,
84,"(247, 266, 149, 130)",,,
85,"(249, 267, 148, 128)",,,
86,"(254, 269, 147, 127)",,,
87,"(256, 268, 147, 126)",,,
88,"(242, 268, 146, 126)",,,
89,"(246, 269, 144, 126)",,,
90,"(251, 268, 142, 126)",,,
91,"(254, 269, 141, 125)",,,
92,"(253, 270, 141, 125)",,,
93,"(254, 270, 141, 124)",,,
94,"(241, 269, 140, 125)",,,
95,"(246, 269, 138, 125)",,,
96,"(250, 270, 137, 125)",,,
97,"(252, 268, 136, 124)",,,
98,"(252, 269, 136, 124)",,,
99,"(253, 269, 135, 123)",,,
