frame,Risk_1,Risk_2,Risk3,Risk4
28,"(195, 302, 112, 100)",,,
29,"(200, 300, 111, 100)",,,
30,"(201, 303, 110, 101)",,,
31,"(204, 304, 109, 102)",,,
32,"(204, 306, 108, 101)",,,
33,"(202, 310, 106, 103)",,,
34,"(202, 315, 107, 104)",,,
35,"(199, 320, 108, 105)",,,
36,"(197, 321, 108, 106)",,,
37,"(184, 339, 112, 107)",,,
38,"(186, 339, 113, 109)",,,
39,"(177, 340, 111, 109)",,,
40,"(203, 297, 96, 124)",,,
41,"(204, 290, 87, 133)",,,
42,"(132, 379, 94, 128)",,,
43,"(119, 385, 98, 124)",,,
44,"(110, 398, 99, 122)",,,
45,"(31, 449, 109, 111)",,,
46,"(5, 466, 110, 109)",,,
47,"(-2, 468, 107, 106)",,,
48,"(-5, 473, 104, 105)",,,
49,"(31, 511, 120, 93)",,,
50,"(23, 519, 138, 80)",,,
