frame,Risk_1,Risk_2,Risk3,Risk4
5,"(533, 333, 97, 43)",,,
6,"(534, 333, 98, 43)",,,
7,"(536, 332, 97, 43)",,,
8,"(537, 331, 95, 43)",,,
9,"(537, 332, 93, 43)",,,
10,"(537, 332, 92, 43)",,,
11,"(537, 332, 93, 42)",,,
12,"(528, 332, 91, 42)",,,
13,"(526, 331, 88, 42)",,,
14,"(528, 331, 87, 40)",,,
15,"(531, 331, 87, 39)",,,
16,"(532, 331, 86, 38)",,,
17,"(534, 330, 87, 36)",,,
18,"(535, 331, 88, 35)","(716, 306, 116, 83)",,
19,"(531, 330, 86, 34)","(700, 307, 112, 83)",,
20,"(531, 332, 86, 33)","(686, 308, 108, 84)",,
21,"(534, 331, 85, 32)","(684, 308, 105, 84)",,
22,"(533, 331, 85, 32)","(661, 320, 111, 75)",,
23,"(534, 332, 84, 31)","(634, 323, 122, 67)",,
24,"(533, 332, 84, 31)","(648, 321, 124, 65)",,
25,"(534, 332, 83, 30)","(635, 322, 128, 62)",,
26,"(534, 332, 81, 30)","(633, 322, 130, 62)",,
27,"(533, 332, 79, 30)","(628, 322, 133, 61)",,
28,"(534, 333, 78, 31)","(622, 323, 134, 61)",,
29,"(533, 333, 78, 31)","(618, 322, 135, 62)",,
30,"(534, 332, 76, 31)","(604, 322, 136, 61)",,
31,"(535, 333, 75, 31)","(601, 321, 136, 60)",,
32,"(534, 332, 74, 30)","(636, 322, 134, 61)",,
33,"(534, 332, 74, 30)","(623, 322, 135, 61)",,
34,"(535, 332, 73, 30)","(603, 321, 135, 61)",,
35,"(534, 333, 72, 30)","(616, 322, 136, 61)",,
36,"(534, 332, 72, 30)","(606, 321, 136, 61)",,
37,"(534, 332, 72, 30)","(643, 319, 133, 62)",,
38,"(534, 332, 72, 29)","(658, 303, 125, 68)",,
39,"(534, 332, 72, 29)","(657, 302, 120, 72)",,
40,"(534, 333, 71, 29)","(655, 314, 121, 70)",,
41,"(534, 334, 71, 29)","(603, 316, 126, 67)",,
42,"(534, 334, 70, 29)","(597, 316, 129, 65)",,
43,"(533, 334, 70, 30)","(599, 317, 130, 65)",,
44,"(534, 335, 71, 30)","(598, 318, 134, 64)",,
45,"(535, 334, 72, 30)","(595, 317, 136, 64)",,
46,"(535, 334, 71, 30)","(596, 318, 138, 63)",,
47,"(534, 335, 70, 31)","(598, 319, 139, 63)",,
48,"(533, 335, 70, 30)","(601, 318, 140, 62)",,
49,"(534, 334, 69, 31)","(598, 321, 143, 60)",,
50,"(538, 336, 70, 31)","(599, 325, 146, 57)",,
51,"(537, 335, 71, 32)","(599, 326, 150, 55)",,
52,"(538, 334, 71, 32)","(600, 327, 150, 54)",,
53,"(545, 333, 71, 32)","(615, 323, 146, 56)",,
54,"(544, 335, 72, 31)","(619, 322, 141, 57)",,
55,"(544, 334, 74, 31)","(621, 323, 138, 57)",,
56,"(535, 334, 75, 31)","(624, 322, 134, 58)",,
57,"(533, 333, 75, 30)","(624, 321, 132, 58)",,
58,"(532, 332, 76, 30)","(627, 322, 132, 58)",,
59,"(532, 333, 77, 29)","(632, 321, 131, 58)",,
60,"(532, 333, 77, 29)","(633, 321, 129, 59)",,
61,"(532, 333, 77, 29)","(625, 319, 127, 60)",,
62,"(532, 333, 77, 29)","(618, 320, 126, 60)",,
63,"(531, 333, 77, 29)","(622, 320, 126, 60)",,
64,"(532, 333, 76, 29)","(615, 321, 126, 59)",,
65,"(532, 334, 77, 29)","(621, 320, 127, 60)",,
66,"(533, 335, 77, 29)","(614, 321, 127, 59)",,
67,"(534, 334, 77, 30)","(619, 322, 127, 59)",,
