frame,Risk_1,Risk_2,Risk3,Risk4
51,"(513, 405, 40, 47)",,,
52,"(511, 403, 41, 47)",,,
53,"(508, 403, 42, 45)",,,
54,"(507, 403, 42, 45)",,,
55,"(504, 403, 42, 44)",,,
56,"(502, 404, 43, 44)",,,
57,"(502, 404, 43, 44)",,,
58,"(498, 406, 44, 44)",,,
59,"(498, 406, 44, 44)",,,
60,"(498, 407, 43, 45)",,,
61,"(497, 408, 43, 47)",,,
62,"(496, 409, 43, 47)",,,
63,"(495, 409, 42, 48)",,,
64,"(493, 410, 42, 49)",,,
65,"(491, 410, 42, 49)",,,
66,"(490, 409, 42, 49)",,,
67,"(490, 410, 41, 49)",,,
68,"(489, 409, 41, 49)",,,
69,"(488, 409, 41, 48)",,,
70,"(486, 408, 41, 48)",,,
71,"(486, 408, 41, 47)",,,
72,"(485, 409, 41, 46)",,,
73,"(484, 410, 41, 45)",,,
74,"(483, 409, 41, 44)",,,
75,"(483, 411, 41, 43)",,,
76,"(482, 411, 41, 42)",,,
77,"(480, 412, 42, 42)",,,
78,"(480, 411, 42, 42)",,,
79,"(480, 412, 42, 41)",,,
80,"(479, 411, 42, 41)",,,
81,"(479, 412, 42, 41)",,,
82,"(479, 413, 42, 40)",,,
83,"(479, 413, 42, 40)",,,
84,"(478, 413, 42, 40)",,,
85,"(478, 414, 42, 39)",,,
86,"(478, 413, 42, 39)",,,
87,"(479, 413, 42, 38)",,,
88,"(479, 412, 42, 38)",,,
89,"(481, 413, 42, 37)",,,
90,"(481, 413, 42, 37)",,,
91,"(482, 413, 42, 36)",,,
92,"(482, 412, 42, 36)",,,
93,"(483, 412, 43, 36)",,,
94,"(484, 412, 43, 36)",,,
95,"(484, 414, 43, 35)",,,
96,"(484, 414, 43, 35)",,,
97,"(484, 414, 43, 35)",,,
98,"(485, 415, 43, 35)",,,
99,"(486, 414, 43, 35)",,,
