frame,Risk_1,Risk_2,Risk3,Risk4
21,"(604, 379, 79, 32)",,,
22,"(606, 376, 79, 32)",,,
23,"(605, 376, 80, 32)",,,
24,"(604, 369, 80, 32)",,,
25,"(602, 373, 82, 33)",,,
26,"(600, 375, 84, 34)",,,
27,"(599, 381, 86, 35)",,,
28,"(596, 384, 89, 36)",,,
29,"(597, 386, 92, 37)",,,
30,"(593, 385, 94, 38)",,,
31,"(588, 383, 97, 40)",,,
32,"(587, 382, 99, 41)",,,
33,"(582, 379, 104, 41)",,,
34,"(586, 372, 107, 42)",,,
35,"(583, 371, 108, 43)",,,
36,"(584, 367, 111, 44)",,,
37,"(581, 365, 115, 46)",,,
38,"(581, 365, 118, 47)",,,
39,"(582, 365, 121, 49)",,,
40,"(583, 364, 126, 50)",,,
41,"(583, 362, 129, 52)",,,
42,"(584, 362, 134, 53)",,,
43,"(587, 359, 139, 55)",,,
44,"(586, 357, 143, 58)",,,
45,"(588, 359, 148, 60)",,,
46,"(588, 355, 154, 63)",,,
47,"(590, 358, 157, 66)",,,
48,"(590, 354, 161, 68)",,,
49,"(594, 356, 166, 72)",,,
50,"(592, 352, 171, 74)",,,
51,"(594, 357, 177, 77)",,,
52,"(600, 360, 183, 80)",,,
53,"(598, 356, 187, 82)",,,
54,"(600, 356, 191, 84)",,,
55,"(605, 359, 198, 87)",,,
56,"(607, 359, 205, 91)",,,
57,"(606, 359, 210, 94)",,,
58,"(611, 364, 218, 97)",,,
59,"(611, 362, 229, 100)",,,
60,"(612, 361, 235, 103)",,,
61,"(617, 366, 246, 107)",,,
62,"(619, 364, 251, 112)",,,
63,"(616, 365, 260, 117)",,,
64,"(626, 374, 270, 122)",,,
65,"(631, 373, 279, 127)",,,
66,"(630, 375, 291, 131)",,,
67,"(655, 376, 302, 140)",,,
68,"(649, 375, 309, 147)",,,
69,"(652, 377, 311, 151)",,,
70,"(688, 379, 312, 159)",,,
71,"(697, 380, 315, 164)",,,
72,"(708, 381, 315, 168)",,,
73,"(776, 372, 301, 186)",,,
74,"(805, 363, 286, 199)",,,
75,"(802, 339, 283, 201)",,,
76,"(823, 344, 273, 203)",,,
77,"(805, 348, 268, 204)",,,
78,"(822, 352, 261, 205)",,,
79,"(834, 350, 253, 208)",,,
80,"(855, 452, 244, 208)",,,
81,"(862, 478, 238, 206)",,,
82,"(885, 436, 224, 213)",,,
83,"(922, 455, 196, 225)",,,
84,"(934, 457, 180, 232)",,,
85,"(938, 473, 173, 234)",,,
86,"(926, 464, 173, 234)",,,
87,"(920, 459, 173, 234)",,,
88,"(917, 455, 173, 234)",,,
89,"(897, 456, 173, 234)",,,
90,"(890, 455, 173, 234)",,,
91,"(885, 456, 173, 234)",,,
92,"(883, 458, 173, 234)",,,
93,"(885, 480, 173, 234)",,,
94,"(886, 478, 173, 234)",,,
95,"(883, 477, 174, 233)",,,
96,"(880, 473, 174, 233)",,,
97,"(879, 473, 174, 233)",,,
98,"(878, 474, 175, 233)",,,
99,"(878, 477, 175, 232)",,,
